position,int
4340,0.50415299999999996
4101.3000000000002,0.30513699999999999
3969.6533330000002,0.20916599999999999
3888.6399999999999,0.154004
3834.9818180000002,0.115759
3797.5,0.087604000000000001
3770.235897,0.067004999999999995
3749.7600000000002,0.051973999999999999
3733.9781819999998,0.040952000000000002
3721.5500000000002,0.032759000000000003
3711.5837099999999,0.026587
3703.4666670000001,0.021850000000000001
3696.7663160000002,0.018169000000000001
3691.1700000000001,0.015266999999999999
3686.4470590000001,0.012959999999999999
3682.424242,0.011084
3678.9693360000001,0.0095580000000000005
3675.98,0.0082990000000000008
3673.3760000000002,0.0072519999999999998
3671.0937060000001,0.0063740000000000003
3669.0821259999998,0.0016329999999999999
3667.3000000000002,0.001003
3665.713655,0.0044619999999999998
3664.2953849999999,0.0039979999999999998
3663.0222220000001,0.0035959999999999998
3661.875,0.0032450000000000001
3660.837618,0.0029399999999999999
3659.896471,0.0026710000000000002
3659.04,0.002434
3658.2583330000002,0.0022239999999999998
3657.5429979999999,0.0020379999999999999
3656.8866870000002,0.001872
3656.283077,0.0017240000000000001
3655.7266669999999,0.0015900000000000001
3655.212657,0.0014710000000000001
3654.7368419999998,0.0013630000000000001
3654.2955280000001,0.0012650000000000001
3653.8854550000001,0.0011770000000000001
3653.5037400000001,0.001096
3653.1478259999999,0.001023
3652.8154380000001,0.00095600000000000004
3652.5045449999998,0.00089499999999999996
3652.2133330000001,0.00083900000000000001
3651.9401739999998,0.00078700000000000005
3651.6836050000002,0.00073999999999999999
3651.4423080000001,0.000696
3650.6824769999998,0.00069618480000000003
3650.4683030000001,0.00069607749999999998
3650.2661600000001,0.00069597630000000005
3650.0751639999999,0.00069588060000000005
3649.8945090000002,0.00069579020000000002
3649.723461,0.00069570449999999996
3649.5613520000002,0.00069562330000000003
3649.407569,0.00069554630000000001
3649.2615500000002,0.00069547320000000001
3649.1227829999998,0.00069540369999999995
3648.9907929999999,0.0006953377
3648.8651479999999,0.00069527469999999998
3648.7454459999999,0.00069521480000000004
3648.6313180000002,0.00069515769999999998
3648.5224239999998,0.00069510320000000004
3648.4184479999999,0.00069505109999999995
3648.3190989999998,0.00069500140000000002
3648.2241049999998,0.00069495379999999995
3648.1332160000002,0.00069490830000000004
3648.0461989999999,0.00069486470000000003
3647.9628360000002,0.00069482300000000001
3647.8829260000002,0.00069478300000000003
3647.8062810000001,0.00069474459999999995
3647.7327249999998,0.00069470779999999998
3647.6620950000001,0.00069467249999999997
3647.5942369999998,0.00069463849999999998
3647.5290070000001,0.0006946058
3647.466273,0.00069457440000000002
3647.4059080000002,0.00069454420000000002
3647.3477939999998,0.00069451509999999997
3647.2918209999998,0.00069448709999999996
3647.237885,0.00069446009999999997
3647.185888,0.00069443409999999999
3647.1357389999998,0.000694409
3647.0873499999998,0.00069438479999999999
3647.0406410000001,0.00069436140000000003
3646.995535,0.00069433880000000002
3646.9519580000001,0.00069431699999999996
3646.9098429999999,0.00069429590000000003
3646.8691250000002,0.00069427550000000001
3646.8297419999999,0.00069425580000000001
3646.7916380000001,0.00069423680000000004
3646.7547570000002,0.00069421830000000002
3646.7190479999999,0.00069420039999999999
3646.6844609999998,0.00069418310000000005
3646.6509500000002,0.0006941664
3646.6184699999999,0.00069415009999999997
3646.58698,0.0006941343
3646.5564399999998,0.00069411910000000002
3646.5268120000001,0.00069410420000000003
3646.4980609999998,0.0006940898
3646.470151,0.00069407590000000003
3646.4430510000002,0.00069406229999999995
3646.416729,0.0006940491
3646.3911549999998,0.00069403629999999997
3646.3663029999998,0.00069402389999999997
3646.3421440000002,0.00069401179999999997
3646.3186540000002,0.00069399999999999996
3646.295807,0.00069398859999999997
3646.2735809999999,0.00069397749999999998
3646.2519539999998,0.00069396669999999998
3646.2309030000001,0.00069395609999999995
3646.2104089999998,0.00069394590000000005
3646.1904519999998,0.0006939359
3646.1710130000001,0.00069392620000000005
3646.1520759999999,0.00069391669999999996
3646.1336219999998,0.00069390740000000004
3646.1156350000001,0.0006938984
3646.0981000000002,0.00069388969999999996
3646.0810019999999,0.00069388109999999996
3646.0643260000002,0.00069387279999999995
3646.0480590000002,0.00069386459999999997
3646.0321869999998,0.00069385669999999999
3646.016697,0.00069384890000000004
3646.0015779999999,0.00069384139999999997
3645.9868179999999,0.00069383400000000005
3645.972405,0.00069382679999999998
3645.9583280000002,0.00069381969999999995
3645.9445780000001,0.00069381279999999998
3645.9311440000001,0.00069380609999999997
3645.918017,0.0006937995
3645.905186,0.00069379309999999998
3645.8926449999999,0.00069378690000000004
3645.8803830000002,0.00069378069999999998
3645.8683919999999,0.0006937747
3645.8566660000001,0.00069376880000000004
3645.8451949999999,0.00069376310000000005
3645.8339719999999,0.00069375749999999999
3645.822991,0.00069375199999999995
3645.8122450000001,0.00069374659999999996
3645.801727,0.00069374140000000003
3645.7914300000002,0.00069373619999999999
3645.781348,0.00069373120000000002
3645.7714759999999,0.00069372620000000005
3645.7618069999999,0.00069372140000000004
3645.752336,0.00069371660000000003
3645.743058,0.00069371199999999997
3645.733968,0.00069370740000000003
3645.7250600000002,0.00069370300000000005
3645.7163289999999,0.00069369859999999996
3645.7077720000002,0.00069369430000000001
3645.6993819999998,0.00069369009999999999
3645.6911570000002,0.000693686
3645.6830920000002,0.00069368200000000004
3645.6751819999999,0.00069367799999999998
3645.6674240000002,0.00069367409999999995
3645.6598140000001,0.00069367029999999996
3645.6523470000002,0.0006936666
3645.6450209999998,0.00069366290000000004
3645.6378329999998,0.0006936593
3645.6307769999999,0.0006936558
3645.6238520000002,0.0006936523
3645.6170539999998,0.00069364890000000003
3645.610381,0.00069364559999999999
3645.6038279999998,0.00069364229999999995
3645.597393,0.00069363910000000005
3645.5910730000001,0.00069363590000000004
3645.5848660000001,0.00069363279999999996
3645.5787690000002,0.00069362980000000002
3645.5727790000001,0.00069362679999999998
3645.566894,0.00069362380000000004
3645.5611119999999,0.00069362090000000003
3645.555429,0.00069361810000000005
3645.5498440000001,0.00069361529999999996
3645.5443540000001,0.00069361260000000001
3645.5389580000001,0.00069360989999999996
3645.533653,0.00069360720000000002
3645.5284379999998,0.0006936046
3645.5233090000002,0.00069360199999999998
3645.518266,0.00069359949999999999
3645.5133059999998,0.00069359700000000001
3645.5084270000002,0.00069359459999999995
3645.5036289999998,0.0006935922
3645.498908,0.00069358980000000005
3645.4942639999999,0.00069358750000000002
3645.4896939999999,0.00069358519999999999
3645.4851979999999,0.000693583
3645.4807730000002,0.00069358069999999998
3645.4764180000002,0.00069357860000000002
3645.4721319999999,0.00069357640000000003
3645.467913,0.00069357429999999996
3645.4637600000001,0.00069357220000000001
3645.4596710000001,0.00069357019999999998
3645.455645,0.00069356820000000005
3645.451681,0.00069356620000000002
3645.4477780000002,0.00069356419999999999
3645.4439339999999,0.00069356229999999999
3645.4401469999998,0.00069356039999999999
3645.4364179999998,0.00069355860000000003
3645.4327450000001,0.00069355670000000003
3645.429126,0.00069355489999999996
3645.425561,0.0006935531
3645.4220489999998,0.00069355139999999996
3645.418588,0.0006935496
3645.4151780000002,0.00069354789999999996
3645.4118170000002,0.00069354620000000003
3645.4085049999999,0.00069354460000000003
3645.40524,0.00069354300000000002
3645.4020220000002,0.00069354129999999999
3645.39885,0.00069353980000000002
3645.3957230000001,0.00069353820000000001
3645.39264,0.00069353660000000001
3645.3896009999999,0.00069353510000000004
3645.3866039999998,0.00069353359999999996
3645.3836489999999,0.00069353209999999999
3645.3807339999998,0.00069353069999999995
3645.3778600000001,0.00069352930000000001
3645.3750260000002,0.00069352780000000004
3645.3722299999999,0.0006935264
3645.3694719999999,0.00069352509999999999
3645.366751,0.00069352369999999995
3645.3640679999999,0.00069352240000000005
3645.3614200000002,0.000693521
3645.3588070000001,0.00069351969999999999
3645.3562299999999,0.00069351839999999998
3645.3536859999999,0.00069351720000000001
3645.3511760000001,0.0006935159
3645.3486990000001,0.00069351470000000002
3645.3462549999999,0.00069351340000000001
3645.3438420000002,0.00069351220000000004
3645.341461,0.00069351099999999995
3645.3391099999999,0.00069350990000000001
3645.336789,0.00069350870000000004
3645.3344980000002,0.00069350759999999999
3645.3322370000001,0.00069350640000000001
3645.3300039999999,0.00069350529999999996
3645.3277990000001,0.00069350420000000002
3645.3256219999998,0.00069350309999999997
3645.323472,0.00069350200000000003
3645.3213489999998,0.00069350100000000001
3645.3192519999998,0.00069349989999999996
3645.3171819999998,0.00069349889999999995
3645.315137,0.00069349790000000004
3645.3131170000001,0.00069349690000000002
3645.3111210000002,0.00069349590000000001
3645.30915,0.00069349489999999999
3645.3072029999998,0.00069349389999999998
3645.3052790000002,0.00069349289999999996
3645.3033789999999,0.00069349199999999998
3645.3015009999999,0.00069349099999999996
3645.2996459999999,0.00069349009999999998
3645.2978119999998,0.0006934892
3645.2960010000002,0.00069348830000000002
3645.29421,0.00069348740000000004
3645.2924410000001,0.00069348649999999995
3645.2906929999999,0.00069348559999999997
3645.2889639999999,0.00069348480000000002
3645.2872560000001,0.00069348390000000004
3645.2855679999998,0.00069348309999999998
3645.283899,0.0006934822
3645.2822489999999,0.00069348140000000005
3645.2806179999998,0.0006934806
3645.2790060000002,0.00069347980000000005
3645.2774119999999,0.00069347899999999999
3645.2758359999998,0.00069347820000000004
3645.274277,0.00069347739999999999
3645.2727369999998,0.00069347669999999997
3645.271213,0.00069347590000000002
3645.269706,0.00069347509999999996
3645.2682159999999,0.00069347440000000005
3645.2667430000001,0.00069347370000000003
3645.2652859999998,0.00069347289999999997
3645.2638440000001,0.00069347219999999995
3645.2624190000001,0.00069347150000000004
3645.2610089999998,0.00069347080000000001
3645.2596140000001,0.00069347009999999999
3645.2582349999998,0.00069346939999999997
3645.2568700000002,0.00069346869999999995
3645.2555200000002,0.00069346800000000004
3645.2541839999999,0.00069346740000000005
3645.2528630000002,0.00069346670000000003
3645.2515549999998,0.00069346610000000004
3645.250262,0.00069346540000000002
3645.2489820000001,0.00069346480000000003
3645.247715,0.00069346410000000001
3645.2464620000001,0.00069346350000000002
3645.245222,0.00069346290000000003
3645.2439949999998,0.00069346230000000004
3645.24278,0.00069346169999999995
3645.2415780000001,0.00069346109999999996
3645.2403890000001,0.00069346049999999997
3645.2392110000001,0.00069345989999999998
3645.2380459999999,0.0006934593
3645.2368919999999,0.00069345870000000001
3645.2357510000002,0.00069345810000000002
3645.2346200000002,0.00069345759999999996
3645.233502,0.00069345699999999997
3645.2323940000001,0.00069345650000000002
3645.2312969999998,0.00069345590000000003
3645.2302119999999,0.00069345539999999997
3645.2291369999998,0.00069345479999999998
3645.2280730000002,0.00069345430000000003
3645.2270199999998,0.00069345379999999996
3645.2259760000002,0.00069345330000000001
3645.2249430000002,0.00069345270000000002
3645.2239209999998,0.00069345219999999996
3645.2229080000002,0.00069345170000000001
3645.2219049999999,0.00069345120000000005
3645.2209120000002,0.00069345069999999999
3645.219928,0.00069345020000000004
3645.2189539999999,0.00069344969999999998
3645.2179890000002,0.00069344929999999995
3645.2170329999999,0.00069344879999999999
3645.2160869999998,0.00069344830000000004
3645.2151490000001,0.00069344779999999998
3645.2142210000002,0.00069344739999999995
3645.2133009999998,0.0006934469
3645.2123900000001,0.00069344649999999997
3645.211487,0.00069344600000000001
3645.2105929999998,0.00069344559999999999
3645.209707,0.00069344510000000003
3645.2088290000002,0.00069344470000000001
3645.2079600000002,0.00069344420000000005
3645.2070979999999,0.00069344380000000002
3645.2062449999999,0.0006934434
3645.2053989999999,0.00069344299999999997
3645.2045619999999,0.00069344250000000001
3645.2037310000001,0.00069344209999999999
3645.2029090000001,0.00069344169999999996
3645.2020929999999,0.00069344130000000004
3645.201286,0.00069344090000000001
3645.2004849999998,0.00069344049999999998
3645.1996920000001,0.00069344009999999995
3645.1989060000001,0.00069343970000000003
3645.1981259999998,0.00069343930000000001
3645.1973539999999,0.00069343889999999998
3645.1965890000001,0.00069343849999999995
3645.1958300000001,0.00069343819999999996
3645.1950780000002,0.00069343780000000004
3645.1943329999999,0.00069343740000000001
3645.1935939999998,0.00069343710000000002
3645.1928619999999,0.00069343669999999999
3645.1921360000001,0.00069343629999999996
3645.191417,0.00069343599999999997
3645.1907030000002,0.00069343560000000005
3645.1899960000001,0.00069343530000000005
3645.1892950000001,0.00069343490000000002
3645.1886,0.00069343460000000003
3645.187911,0.0006934342
3645.1872279999998,0.00069343390000000001
3645.1865509999998,0.00069343349999999998
3645.1858790000001,0.00069343319999999999
3645.1852140000001,0.00069343289999999999
3645.1845530000001,0.00069343249999999996
3645.1838990000001,0.00069343219999999997
3645.18325,0.00069343189999999998
3645.1826059999999,0.00069343159999999998
3645.1819679999999,0.00069343119999999996
3645.1813350000002,0.00069343089999999996
3645.180707,0.00069343059999999997
3645.180085,0.00069343029999999997
3645.1794679999998,0.00069342999999999998
3645.1788550000001,0.00069342969999999999
3645.1782480000002,0.00069342939999999999
3645.1776460000001,0.0006934291
3645.1770489999999,0.0006934288
3645.1764560000001,0.00069342850000000001
3645.1758690000001,0.00069342820000000002
3645.1752860000001,0.00069342790000000002
3645.174708,0.00069342760000000003
3645.1741350000002,0.00069342730000000003
3645.1735659999999,0.00069342700000000004
3645.173002,0.00069342670000000005
3645.172442,0.00069342649999999998
3645.171887,0.00069342619999999998
3645.1713359999999,0.00069342589999999999
3645.1707889999998,0.0006934256
3645.170247,0.00069342540000000004
3645.1697089999998,0.00069342510000000004
3645.1691759999999,0.00069342480000000005
3645.168647,0.00069342459999999998
3645.1681210000002,0.00069342429999999999
3645.1676000000002,0.00069342399999999999
3645.1670829999998,0.00069342380000000003
3645.1665699999999,0.00069342350000000004
3645.1660609999999,0.00069342329999999997
3645.1655559999999,0.00069342299999999998
3645.1650549999999,0.00069342280000000002
3645.1645579999999,0.00069342250000000002
3645.1640640000001,0.00069342229999999996
3645.1635740000002,0.00069342199999999996
3645.1630879999998,0.0006934218
3645.1626059999999,0.00069342150000000001
3645.1621270000001,0.00069342130000000005
3645.1616519999998,0.00069342109999999998
3645.1611809999999,0.00069342079999999999
3645.1607130000002,0.00069342060000000003
3645.160249,0.00069342039999999996
3645.1597879999999,0.00069342009999999996
3645.1593309999998,0.0006934199
